RunId	Time	_sDFiAd_	_sDFiJv_	_sDPisc_	_oO2WHyp_	_aDVeg_	_oPTotWHyp_	_tPDifPO4Hyp_	_oChlaHyp_	_aSecchiT_	_oPTotWEpi_	_oChlaEpi_	_aDError_	_aNError_	_aPError_	_aSiError_	_aO2Error_	-1
0	109	3.43886	2.8378	0.000284504	6.91704	0.163065	0.921244	0	6.70064	0.80351	0.439289	4.47176	-7.27596e-012	-1.7053e-013	2.13163e-014	-2.13163e-014	0	-1
0	110	3.45612	2.9475	0.000284453	6.91704	0.168923	0.921244	0	6.70064	0.797143	0.439321	4.74752	-7.27596e-012	-1.13687e-013	2.13163e-014	-2.13163e-014	0	-1
0	111	3.47145	3.05284	0.000284395	6.91704	0.174804	0.921244	0	6.70064	0.789122	0.439392	5.09166	0	-2.27374e-013	1.42109e-014	-1.42109e-014	0	-1
0	112	3.47145	3.05284	0.000284395	6.91704	0.174804	0.921244	0	6.70064	0.789122	0.439392	5.09166	0	-2.27374e-013	1.42109e-014	-1.42109e-014	0	-1
0	113	3.48625	3.16319	0.000284323	6.91704	0.181002	0.921244	0	6.70064	0.778936	0.439503	5.53879	-7.27596e-012	-1.7053e-013	2.13163e-014	-1.42109e-014	0	-1
0	114	3.5084	3.34908	0.000284178	6.91704	0.191961	0.921244	0	6.70064	0.756612	0.439768	6.59154	-7.27596e-012	-1.13687e-013	2.13163e-014	-1.42109e-014	0	-1
0	115	3.51918	3.45206	0.000284083	6.91704	0.198144	0.921244	0	6.70064	0.741583	0.439946	7.37059	-7.27596e-012	-1.13687e-013	2.13163e-014	-2.13163e-014	0	-1
0	116	3.52933	3.55997	0.00028397	6.91704	0.204923	0.921244	0	6.70064	0.723058	0.440155	8.42026	-7.27596e-012	-1.13687e-013	2.84217e-014	-1.42109e-014	0	-1
0	117	3.52933	3.55997	0.00028397	6.91704	0.204923	0.921244	0	6.70064	0.723058	0.440155	8.42026	-7.27596e-012	-1.13687e-013	2.84217e-014	-1.42109e-014	0	-1
0	118	3.54215	3.72204	0.000283768	6.91704	0.216114	0.921244	0	6.70064	0.687725	0.440506	10.7297	-7.27596e-012	-2.27374e-013	2.13163e-014	-2.13163e-014	0	-1
0	119	3.54765	3.80907	0.000283637	6.91704	0.222463	0.921244	0	6.70064	0.665024	0.440692	12.4516	0	-1.7053e-013	2.84217e-014	-1.42109e-014	0	-1
0	120	3.48786	3.95039	0.000283502	6.91704	0.228676	0.921244	0	6.70064	0.641051	0.440836	14.5038	-7.27596e-012	-1.7053e-013	2.84217e-014	-1.42109e-014	0	-1
0	121	3.48423	4.02204	0.000283369	6.91704	0.234391	0.921244	0	6.70064	0.617786	0.440878	16.7756	-7.27596e-012	-1.7053e-013	3.55271e-014	-7.10543e-015	0	-1
0	122	3.4857	4.07705	0.000283236	6.91704	0.23964	0.921244	0	6.70064	0.594925	0.440889	19.2558	0	-2.27374e-013	4.26326e-014	-1.42109e-014	0	-1
0	123	3.48605	4.13318	0.000283076	6.91704	0.245373	0.921244	0	6.70064	0.568607	0.440828	22.4663	-7.27596e-012	-2.27374e-013	3.55271e-014	-7.10543e-015	0	-1
0	124	3.48476	4.18631	0.000282892	6.91704	0.251403	0.921244	0	6.70064	0.539558	0.440653	26.4996	-7.27596e-012	-2.27374e-013	2.84217e-014	-1.42109e-014	0	-1
0	125	3.48272	4.22067	0.000282751	6.91704	0.255838	0.921244	0	6.70064	0.517443	0.440426	29.956	-7.27596e-012	-1.7053e-013	2.84217e-014	-1.42109e-014	0	-1
0	126	3.47957	4.25384	0.000282596	6.91704	0.260072	0.921244	0	6.70064	0.495883	0.440103	33.6829	0	-1.7053e-013	3.55271e-014	-1.42109e-014	0	-1
0	127	3.47438	4.29128	0.000282402	6.91704	0.264832	0.921244	0	6.70064	0.471291	0.439582	38.41	0	-2.27374e-013	2.13163e-014	-1.42109e-014	0	-1
0	128	3.46804	4.32597	0.000282208	6.91704	0.269197	0.921244	0	6.70064	0.448591	0.438911	43.2699	0	-1.7053e-013	2.13163e-014	-2.13163e-014	0	-1
0	129	3.46008	4.36244	0.000281999	6.91704	0.273342	0.921244	0	6.70064	0.427101	0.438052	48.3512	0	-1.7053e-013	2.84217e-014	-2.13163e-014	0	-1
0	130	3.45135	4.39866	0.000281797	6.91704	0.27698	0.921244	0	6.70064	0.408452	0.437071	53.1648	7.27596e-012	-1.7053e-013	2.84217e-014	-1.42109e-014	0	-1
0	131	3.44231	4.43449	0.000281607	6.91704	0.280071	0.921244	0	6.70064	0.393062	0.436033	57.409	7.27596e-012	-1.13687e-013	2.13163e-014	-1.42109e-014	0	-1
0	132	3.43227	4.47382	0.000281411	6.91704	0.282922	0.921244	0	6.70064	0.379426	0.43488	61.3562	7.27596e-012	-1.13687e-013	2.13163e-014	-7.10543e-015	0	-1
0	133	3.41989	4.52254	0.000281186	6.91704	0.285846	0.921244	0	6.70064	0.366144	0.433474	65.3378	7.27596e-012	-2.27374e-013	1.42109e-014	-2.13163e-014	0	-1
0	134	3.40488	4.58258	0.000280931	6.91704	0.288833	0.921244	0	6.70064	0.353498	0.431778	69.1944	7.27596e-012	-1.7053e-013	7.10543e-015	-2.13163e-014	0	-1
0	135	3.39161	4.63671	0.000280717	6.91704	0.291195	0.921244	0	6.70064	0.344295	0.430239	71.9772	1.45519e-011	-1.7053e-013	1.42109e-014	-1.42109e-014	0	-1
0	136	3.35905	4.77287	0.000280229	6.91704	0.295801	0.921244	0	6.70064	0.328843	0.426731	76.3002	1.45519e-011	-1.7053e-013	7.10543e-015	-1.42109e-014	0	-1
0	137	3.33883	4.85875	0.000279944	6.91704	0.298205	0.921244	0	6.70064	0.322339	0.424665	77.7548	1.45519e-011	-2.27374e-013	2.13163e-014	-2.13163e-014	0	-1
0	138	3.32194	4.93051	0.000279714	6.91704	0.300104	0.921244	0	6.70064	0.318063	0.422951	78.4264	1.45519e-011	-1.7053e-013	7.10543e-015	-1.42109e-014	0	-1
0	139	3.30364	5.0078	0.000279472	6.91704	0.301946	0.921244	0	6.70064	0.314685	0.42125	78.6428	1.45519e-011	-1.7053e-013	7.10543e-015	-1.42109e-014	0	-1
0	140	3.28117	5.10106	0.000279182	6.91704	0.30403	0.921244	0	6.70064	0.311803	0.419322	78.3648	1.45519e-011	-2.27374e-013	1.42109e-014	-2.13163e-014	0	-1
